sin2'	的值为：	0.0005817763845130675
sin3'	的值为：	0.0008726645152351495
sin4'	的值为：	0.001163552572115895
sin5'	的值为：	0.001454440530541535
sin6'	的值为：	0.0017453283658983086
sin7'	的值为：	0.002036216053572466
sin8'	的值为：	0.0023271035689502685
sin9'	的值为：	0.0026179908874179934
sin10'	的值为：	0.002908877984361934
sin11'	的值为：	0.0031997648351684022
sin12'	的值为：	0.0034906514152237313
sin13'	的值为：	0.0037815376999142773
sin14'	的值为：	0.004072423664626421
sin15'	的值为：	0.00436330928474657
sin16'	的值为：	0.004654194535661162
sin17'	的值为：	0.004945079392756665
sin18'	的值为：	0.00523596383141958
sin19'	的值为：	0.005526847827036444
sin20'	的值为：	0.005817731354993833
sin21'	的值为：	0.006108614390678361
sin22'	的值为：	0.0063994969094766825
sin23'	的值为：	0.006690378886775498
sin24'	的值为：	0.0069812602979615525
sin25'	的值为：	0.007272141118421639
sin26'	的值为：	0.0075630213235426
sin27'	的值为：	0.007853900888711332
sin28'	的值为：	0.008144779789314785
sin29'	的值为：	0.008435658000739964
sin30'	的值为：	0.008726535498373933
sin31'	的值为：	0.009017412257603817
sin32'	的值为：	0.009308288253816802
sin33'	的值为：	0.009599163462400138
sin34'	的值为：	0.009890037858741147
sin35'	的值为：	0.010180911418227212
sin36'	的值为：	0.010471784116245794
sin37'	的值为：	0.01076265592818442
sin38'	的值为：	0.011053526829430697
sin39'	的值为：	0.011344396795372308
sin40'	的值为：	0.011635265801397014
sin41'	的值为：	0.011926133822892659
sin42'	的值为：	0.012217000835247169
sin43'	的值为：	0.012507866813848554
sin44'	的值为：	0.012798731734084915
sin45'	的值为：	0.01308959557134444
sin46'	的值为：	0.013380458301015408
sin47'	的值为：	0.013671319898486196
sin48'	的值为：	0.013962180339145272
sin49'	的值为：	0.014253039598381203
sin50'	的值为：	0.014543897651582656
sin51'	的值为：	0.014834754474138402
sin52'	的值为：	0.015125610041437317
sin53'	的值为：	0.015416464328868376
sin54'	的值为：	0.015707317311820672
sin55'	的值为：	0.0159981689656834
sin56'	的值为：	0.016289019265845875
sin57'	的值为：	0.016579868187697522
sin58'	的值为：	0.016870715706627883
sin59'	的值为：	0.017161561798026616
sin1°0'	的值为：	0.017452406437283505
sin1°1'	的值为：	0.017743249599788458
sin1°2'	的值为：	0.0180340912609315
sin1°3'	的值为：	0.018324931396102792
sin1°4'	的值为：	0.018615769980692615
sin1°5'	的值为：	0.01890660699009139
sin1°6'	的值为：	0.019197442399689662
sin1°7'	的值为：	0.019488276184878122
sin1°8'	的值为：	0.01977910832104759
sin1°9'	的值为：	0.020069938783589033
sin1°10'	的值为：	0.02036076754789355
